replication,trait,outcome,pearson_r
11,ai_access,final_weighted_degree,0.0789835349758708
11,ai_access,knowledge_gain,-0.05423518039971272
12,initial_knowledge,peer_share,0.2262090234509006
12,initial_knowledge,ai_share,-0.10838655247325701
12,initial_knowledge,hybrid_share,-0.13727209975245058
12,initial_knowledge,mean_quality,0.973093279731276
12,initial_knowledge,final_knowledge,0.9856913594036222
12,initial_knowledge,final_mean_peer_trust,0.8666411416178151
12,initial_knowledge,final_weighted_degree,0.1496526758985521
12,initial_knowledge,knowledge_gain,-0.9471735111222843
12,ai_literacy,peer_share,-0.0989950955075638
12,ai_literacy,ai_share,0.05242337388197864
12,ai_literacy,hybrid_share,0.05337875187929571
12,ai_literacy,mean_quality,-0.1068731495239772
12,ai_literacy,final_knowledge,-0.08914528340286063
12,ai_literacy,final_mean_peer_trust,-0.08985831075324358
12,ai_literacy,final_weighted_degree,-0.1394702669178421
12,ai_literacy,knowledge_gain,0.2524553632336666
12,sociability,peer_share,0.29123238436177457
12,sociability,ai_share,-0.3882180263699635
12,sociability,hybrid_share,0.15688699139147536
12,sociability,mean_quality,0.009642990930195678
12,sociability,final_knowledge,0.01457950650560921
12,sociability,final_mean_peer_trust,0.12053742590294389
12,sociability,final_weighted_degree,0.04290746392038936
12,sociability,knowledge_gain,0.12033939471482741
12,verification,peer_share,-0.19054005617749192
12,verification,ai_share,0.18723388339996114
12,verification,hybrid_share,-0.013081120334047888
12,verification,mean_quality,0.0412786096666506
12,verification,final_knowledge,0.03175191330976953
12,verification,final_mean_peer_trust,-0.06479910614883638
12,verification,final_weighted_degree,0.027222445994994293
12,verification,knowledge_gain,0.0954064565682915
12,initial_confidence,peer_share,0.028686149184846473
12,initial_confidence,ai_share,-0.009532627354336465
12,initial_confidence,hybrid_share,-0.023058748904284766
12,initial_confidence,mean_quality,0.03530299114073709
12,initial_confidence,final_knowledge,0.020756674436046584
12,initial_confidence,final_mean_peer_trust,-0.004252163094227281
12,initial_confidence,final_weighted_degree,0.05335955898225251
12,initial_confidence,knowledge_gain,-0.04333567299575928
12,ai_access,peer_share,-0.49441992744489843
12,ai_access,ai_share,0.4027693661007867
12,ai_access,hybrid_share,0.07750350688306663
12,ai_access,mean_quality,-0.006289287531990566
12,ai_access,final_knowledge,-0.03438990854949865
12,ai_access,final_mean_peer_trust,-0.10122416802506523
12,ai_access,final_weighted_degree,-0.08680581605520016
12,ai_access,knowledge_gain,0.0031391036490510172
13,initial_knowledge,peer_share,0.3733908621396786
13,initial_knowledge,ai_share,-0.25197191322556517
13,initial_knowledge,hybrid_share,-0.20732178101026458
13,initial_knowledge,mean_quality,0.9762313964477924
13,initial_knowledge,final_knowledge,0.9895435214421954
13,initial_knowledge,final_mean_peer_trust,0.879586881322385
13,initial_knowledge,final_weighted_degree,0.02387394807943891
13,initial_knowledge,knowledge_gain,-0.9597493912641867
13,ai_literacy,peer_share,-0.05214254752167586
13,ai_literacy,ai_share,0.03405408443000546
13,ai_literacy,hybrid_share,0.030491680203819878
13,ai_literacy,mean_quality,-0.061300942005014375
13,ai_literacy,final_knowledge,-0.07257449320559001
13,ai_literacy,final_mean_peer_trust,-0.07523367055163707
13,ai_literacy,final_weighted_degree,0.010525076700984843
13,ai_literacy,knowledge_gain,0.17514237903717203
13,sociability,peer_share,0.1288589496598054
13,sociability,ai_share,-0.30280872966154126
13,sociability,hybrid_share,0.2219012997851232
13,sociability,mean_quality,0.0347780251646707
13,sociability,final_knowledge,0.024180515329067186
13,sociability,final_mean_peer_trust,0.07468726385252761
13,sociability,final_weighted_degree,0.07663745007983129
13,sociability,knowledge_gain,0.08803900499318432
13,verification,peer_share,-0.21037376538674482
13,verification,ai_share,0.18700927020572777
13,verification,hybrid_share,0.05557019777478705
13,verification,mean_quality,0.06149377884124256
13,verification,final_knowledge,0.03461679050219432
13,verification,final_mean_peer_trust,-0.039001294462258244
13,verification,final_weighted_degree,0.13055934906237476
13,verification,knowledge_gain,0.10119459610751073
13,initial_confidence,peer_share,0.03072381717739172
13,initial_confidence,ai_share,-0.041379152399119545
13,initial_confidence,hybrid_share,0.011009063308245578
13,initial_confidence,mean_quality,0.05231306279578913
13,initial_confidence,final_knowledge,0.023621003661849976
13,initial_confidence,final_mean_peer_trust,0.036222682995964026
13,initial_confidence,final_weighted_degree,0.052283386312734666
13,initial_confidence,knowledge_gain,-0.01580981605992555
13,ai_access,peer_share,-0.4950851397626509
13,ai_access,ai_share,0.37487231262953347
13,ai_access,hybrid_share,0.21945326348270255
13,ai_access,mean_quality,-0.06354741833035288
13,ai_access,final_knowledge,-0.06007864292401193
13,ai_access,final_mean_peer_trust,-0.09454290833138733
13,ai_access,final_weighted_degree,-0.07798973788454024
13,ai_access,knowledge_gain,0.0696418336441065
14,initial_knowledge,peer_share,0.33809512943261416
14,initial_knowledge,ai_share,-0.20200387073732676
14,initial_knowledge,hybrid_share,-0.1709257017369841
14,initial_knowledge,mean_quality,0.9798694359745079
14,initial_knowledge,final_knowledge,0.9887296795242835
14,initial_knowledge,final_mean_peer_trust,0.8698084954871435
14,initial_knowledge,final_weighted_degree,0.05284973808098434
14,initial_knowledge,knowledge_gain,-0.9507557396190925
14,ai_literacy,peer_share,-0.13458370300515238
14,ai_literacy,ai_share,0.08837399983727168
14,ai_literacy,hybrid_share,0.05781122921927532
14,ai_literacy,mean_quality,0.034309314476554865
14,ai_literacy,final_knowledge,0.05160263092116232
14,ai_literacy,final_mean_peer_trust,0.008688859525466506
14,ai_literacy,final_weighted_degree,0.09311218315178801
14,ai_literacy,knowledge_gain,0.11177890097122052
14,sociability,peer_share,0.17078285533158738
14,sociability,ai_share,-0.24297294030984026
14,sociability,hybrid_share,0.09467645292222637
14,sociability,mean_quality,0.17563662338921773
14,sociability,final_knowledge,0.17488398834164218
14,sociability,final_mean_peer_trust,0.21220883947642286
14,sociability,final_weighted_degree,-0.06586742515960035
14,sociability,knowledge_gain,-0.03745812313754383
14,verification,peer_share,-0.2819437436039701
14,verification,ai_share,0.17086494177573405
14,verification,hybrid_share,0.13944241140584346
14,verification,mean_quality,-0.0998742183518367
14,verification,final_knowledge,-0.12416747288114001
14,verification,final_mean_peer_trust,-0.15202956463332848
14,verification,final_weighted_degree,-0.06404579828613642
14,verification,knowledge_gain,0.21157535167631442
14,initial_confidence,peer_share,0.010710752077577126
14,initial_confidence,ai_share,-0.08624010056959219
14,initial_confidence,hybrid_share,0.09713288359360472
14,initial_confidence,mean_quality,0.14392995315547
14,initial_confidence,final_knowledge,0.11373874378730954
14,initial_confidence,final_mean_peer_trust,0.10460318980952146
14,initial_confidence,final_weighted_degree,0.05078265900306848
14,initial_confidence,knowledge_gain,-0.10795113142471821
14,ai_access,peer_share,-0.5281098151082104
14,ai_access,ai_share,0.40739135683526656
14,ai_access,hybrid_share,0.14900547755397767
14,ai_access,mean_quality,0.032051001848553216
14,ai_access,final_knowledge,0.04142811034849751
14,ai_access,final_mean_peer_trust,-0.06233849659296436
14,ai_access,final_weighted_degree,0.10074062104532637
14,ai_access,knowledge_gain,-0.007309503190349441
15,initial_knowledge,peer_share,0.12885939959264187
15,initial_knowledge,ai_share,-0.09102388841899235
15,initial_knowledge,hybrid_share,-0.0499168468325278
15,initial_knowledge,mean_quality,0.9767553502746622
15,initial_knowledge,final_knowledge,0.9856968884127701
15,initial_knowledge,final_mean_peer_trust,0.8646832966027618
15,initial_knowledge,final_weighted_degree,-0.004987666147348759
15,initial_knowledge,knowledge_gain,-0.9388452986124955
15,ai_literacy,peer_share,-0.14110722885184804
15,ai_literacy,ai_share,-0.028990939872324376
15,ai_literacy,hybrid_share,0.23788013305560302
15,ai_literacy,mean_quality,0.11756555955232051
15,ai_literacy,final_knowledge,0.12881234572443212
15,ai_literacy,final_mean_peer_trust,0.09146808383075866
15,ai_literacy,final_weighted_degree,-0.06161774743671222
15,ai_literacy,knowledge_gain,0.04608504201594363
15,sociability,peer_share,0.3386086248464825
15,sociability,ai_share,-0.38904377001745094
15,sociability,hybrid_share,0.08222527323438002
15,sociability,mean_quality,-0.0490773354780171
15,sociability,final_knowledge,-0.05988383518526672
15,sociability,final_mean_peer_trust,0.025080103370826556
15,sociability,final_weighted_degree,-0.006384170930749574
15,sociability,knowledge_gain,0.14209373654149682
15,verification,peer_share,-0.05067256670683911
15,verification,ai_share,-0.014360150450764046
15,verification,hybrid_share,0.0910481186782183
15,verification,mean_quality,0.0583506470461533
15,verification,final_knowledge,0.07661954357720242
15,verification,final_mean_peer_trust,0.017466074490845095
15,verification,final_weighted_degree,-0.03687663047562269
15,verification,knowledge_gain,0.06440278396533243
15,initial_confidence,peer_share,-0.12457316278596706
15,initial_confidence,ai_share,0.21028552826965388
15,initial_confidence,hybrid_share,-0.12588142938753988
15,initial_confidence,mean_quality,0.05832075040065201
15,initial_confidence,final_knowledge,0.03483926095540775
15,initial_confidence,final_mean_peer_trust,0.025146431516883318
15,initial_confidence,final_weighted_degree,0.07199797745627384
15,initial_confidence,knowledge_gain,-0.006012981609042805
15,ai_access,peer_share,-0.5275570503976531
15,ai_access,ai_share,0.4563532450586283
15,ai_access,hybrid_share,0.08517947335062058
15,ai_access,mean_quality,-0.012146618198536501
15,ai_access,final_knowledge,-0.016869320544911134
15,ai_access,final_mean_peer_trust,-0.08482828878857814
15,ai_access,final_weighted_degree,-0.06424087513984711
15,ai_access,knowledge_gain,-0.018646968952548994
16,initial_knowledge,peer_share,0.31765880101783195
16,initial_knowledge,ai_share,-0.2710872649457598
16,initial_knowledge,hybrid_share,-0.12163228739092799
16,initial_knowledge,mean_quality,0.9757543328494751
16,initial_knowledge,final_knowledge,0.9879924761045255
16,initial_knowledge,final_mean_peer_trust,0.8797822240221691
16,initial_knowledge,final_weighted_degree,-0.03688844785698323
16,initial_knowledge,knowledge_gain,-0.9372621986959497
16,ai_literacy,peer_share,-0.017205156726479886
16,ai_literacy,ai_share,-0.029838271105013747
16,ai_literacy,hybrid_share,0.06686675265049549
16,ai_literacy,mean_quality,0.1462461206552441
16,ai_literacy,final_knowledge,0.1369137778006078
16,ai_literacy,final_mean_peer_trust,0.13288752257105732
16,ai_literacy,final_weighted_degree,-0.07583413904023496
16,ai_literacy,knowledge_gain,-0.0016880770293007453
16,sociability,peer_share,0.3187170798155627
16,sociability,ai_share,-0.4030237498752877
16,sociability,hybrid_share,0.055374072692309595
16,sociability,mean_quality,0.08409703524772139
16,sociability,final_knowledge,0.09164809713176113
16,sociability,final_mean_peer_trust,0.13183082430376658
16,sociability,final_weighted_degree,-0.048348179990626794
16,sociability,knowledge_gain,0.0668328681095346
16,verification,peer_share,-0.16629852030560668
16,verification,ai_share,0.07879709871430154
16,verification,hybrid_share,0.14913774418051842
16,verification,mean_quality,0.100813777476101
16,verification,final_knowledge,0.0997183351883382
16,verification,final_mean_peer_trust,0.06410343494254686
16,verification,final_weighted_degree,0.024227272610540283
16,verification,knowledge_gain,0.029872354691960153
16,initial_confidence,peer_share,0.07594321632137772
16,initial_confidence,ai_share,-0.08102485268604874
16,initial_confidence,hybrid_share,-0.007123889234971425
16,initial_confidence,mean_quality,-0.042117381663923474
16,initial_confidence,final_knowledge,-0.06669452922777258
16,initial_confidence,final_mean_peer_trust,-0.04415551498437613
16,initial_confidence,final_weighted_degree,-0.10850253910369059
16,initial_confidence,knowledge_gain,0.0895233971887641
16,ai_access,peer_share,-0.6598641213832895
16,ai_access,ai_share,0.5922010268488527
16,ai_access,hybrid_share,0.21329260438791214
16,ai_access,mean_quality,-0.018561713529101728
16,ai_access,final_knowledge,-0.022918353891807745
16,ai_access,final_mean_peer_trust,-0.1483619878843207
16,ai_access,final_weighted_degree,0.006717411414712054
16,ai_access,knowledge_gain,-0.002990706583592353
17,initial_knowledge,peer_share,0.225569566697541
17,initial_knowledge,ai_share,-0.1140131464347439
17,initial_knowledge,hybrid_share,-0.13692702600873616
17,initial_knowledge,mean_quality,0.9682041792051025
17,initial_knowledge,final_knowledge,0.9852854098972971
17,initial_knowledge,final_mean_peer_trust,0.905445327315934
17,initial_knowledge,final_weighted_degree,0.07716049965087135
17,initial_knowledge,knowledge_gain,-0.9456215752355062
17,ai_literacy,peer_share,-0.11405977501506634
17,ai_literacy,ai_share,0.014556430758370204
17,ai_literacy,hybrid_share,0.12513286644275878
17,ai_literacy,mean_quality,0.04205504207024123
17,ai_literacy,final_knowledge,0.014118964672231551
17,ai_literacy,final_mean_peer_trust,-0.017319772752764705
17,ai_literacy,final_weighted_degree,0.05841707038718893
17,ai_literacy,knowledge_gain,0.1903942714576129
17,sociability,peer_share,0.16138164145520065
17,sociability,ai_share,-0.2625189023562512
17,sociability,hybrid_share,0.13673527475307298
17,sociability,mean_quality,0.05157212319712732
17,sociability,final_knowledge,0.07287146091380439
17,sociability,final_mean_peer_trust,0.09364116578402108
17,sociability,final_weighted_degree,-0.030999565206428655
17,sociability,knowledge_gain,0.11596077378758764
17,verification,peer_share,-0.0346198207655205
17,verification,ai_share,0.05762401858808368
17,verification,hybrid_share,-0.031029289186198804
17,verification,mean_quality,-0.014435103208959167
17,verification,final_knowledge,-0.01899611244288809
17,verification,final_mean_peer_trust,-0.061640083479741675
17,verification,final_weighted_degree,0.0050299524444745725
17,verification,knowledge_gain,0.13832348895096733
17,initial_confidence,peer_share,0.05909573986030853
17,initial_confidence,ai_share,0.034156542881474974
17,initial_confidence,hybrid_share,-0.1189173421868411
17,initial_confidence,mean_quality,0.07401952874193363
17,initial_confidence,final_knowledge,0.03909972034531917
17,initial_confidence,final_mean_peer_trust,0.06140155423286936
17,initial_confidence,final_weighted_degree,0.00093503534146157
17,initial_confidence,knowledge_gain,0.06442497664153606
17,ai_access,peer_share,-0.49266583334305686
17,ai_access,ai_share,0.37595629146676834
17,ai_access,hybrid_share,0.13441499269304083
17,ai_access,mean_quality,0.008609186178978925
17,ai_access,final_knowledge,0.0574908018740368
17,ai_access,final_mean_peer_trust,-0.005410095449511013
17,ai_access,final_weighted_degree,-0.12222553356450898
17,ai_access,knowledge_gain,-0.03489884016178477
18,initial_knowledge,peer_share,0.42132074170809974
18,initial_knowledge,ai_share,-0.24681516089277808
18,initial_knowledge,hybrid_share,-0.27978489464878514
18,initial_knowledge,mean_quality,0.9773197276767126
18,initial_knowledge,final_knowledge,0.9875183154189323
18,initial_knowledge,final_mean_peer_trust,0.8917792922353996
18,initial_knowledge,final_weighted_degree,0.07060170376526
18,initial_knowledge,knowledge_gain,-0.9437058411161746
18,ai_literacy,peer_share,-0.1034856228265382
18,ai_literacy,ai_share,0.1195101762096069
18,ai_literacy,hybrid_share,-0.010823791104130336
18,ai_literacy,mean_quality,0.04454267437419785
18,ai_literacy,final_knowledge,0.04935696601077577
18,ai_literacy,final_mean_peer_trust,0.005236774499385262
18,ai_literacy,final_weighted_degree,-0.239981673713516
18,ai_literacy,knowledge_gain,0.15988830923653055
18,sociability,peer_share,0.2638165730731786
18,sociability,ai_share,-0.40184344066024774
18,sociability,hybrid_share,0.1588586475033849
18,sociability,mean_quality,0.17561857572486125
18,sociability,final_knowledge,0.17273765649826187
18,sociability,final_mean_peer_trust,0.22257113368386416
18,sociability,final_weighted_degree,0.08806491289175718
18,sociability,knowledge_gain,-0.037865928958914566
18,verification,peer_share,-0.17394088874912536
18,verification,ai_share,0.11283091321519789
18,verification,hybrid_share,0.10073840728264404
18,verification,mean_quality,0.0855645278610953
18,verification,final_knowledge,0.0793176924273242
18,verification,final_mean_peer_trust,0.04020129622683982
18,verification,final_weighted_degree,0.035153466256012476
18,verification,knowledge_gain,0.08810256362254118
18,initial_confidence,peer_share,-0.07107936468650929
18,initial_confidence,ai_share,-0.0030272804202928667
18,initial_confidence,hybrid_share,0.10753736897664036
18,initial_confidence,mean_quality,0.008641904543678611
18,initial_confidence,final_knowledge,0.004413159603311686
18,initial_confidence,final_mean_peer_trust,-0.040172868223957055
18,initial_confidence,final_weighted_degree,-0.01114621397840954
18,initial_confidence,knowledge_gain,0.02464697792698457
18,ai_access,peer_share,-0.4683276389725971
18,ai_access,ai_share,0.352591253900248
18,ai_access,hybrid_share,0.20531475839423008
18,ai_access,mean_quality,0.007049272479358643
18,ai_access,final_knowledge,0.015977232825582954
18,ai_access,final_mean_peer_trust,-0.013497598739668569
18,ai_access,final_weighted_degree,-0.11641156452855256
18,ai_access,knowledge_gain,0.00785778069959372
19,initial_knowledge,peer_share,0.26491947258646986
19,initial_knowledge,ai_share,-0.10647397735050027
19,initial_knowledge,hybrid_share,-0.2111874763725826
19,initial_knowledge,mean_quality,0.9783951027145668
19,initial_knowledge,final_knowledge,0.9889770508085899
19,initial_knowledge,final_mean_peer_trust,0.8587358661406735
19,initial_knowledge,final_weighted_degree,0.14734431861929678
19,initial_knowledge,knowledge_gain,-0.9497399391613727
19,ai_literacy,peer_share,-0.07179711476031195
19,ai_literacy,ai_share,0.042657650843101254
19,ai_literacy,hybrid_share,0.0406730217356531
19,ai_literacy,mean_quality,0.09166808237419215
19,ai_literacy,final_knowledge,0.08261465492484356
19,ai_literacy,final_mean_peer_trust,0.08438168246011199
19,ai_literacy,final_weighted_degree,-0.01183085082811078
19,ai_literacy,knowledge_gain,0.12043328983095979
19,sociability,peer_share,0.20718274737549516
19,sociability,ai_share,-0.346676699896304
19,sociability,hybrid_share,0.15092773797008074
19,sociability,mean_quality,0.15950115550681154
19,sociability,final_knowledge,0.17397122975607696
19,sociability,final_mean_peer_trust,0.150277756984936
19,sociability,final_weighted_degree,0.07807333210957544
19,sociability,knowledge_gain,-0.03702210082700224
19,verification,peer_share,0.013730543689280898
19,verification,ai_share,-0.01572234761461812
19,verification,hybrid_share,0.001298996740609497
19,verification,mean_quality,0.08195436787042439
19,verification,final_knowledge,0.08914815623627896
19,verification,final_mean_peer_trust,0.10695131221546621
19,verification,final_weighted_degree,0.055008267651582315
19,verification,knowledge_gain,0.02291562674092042
19,initial_confidence,peer_share,-0.09811761407923958
19,initial_confidence,ai_share,0.06295413472501356
19,initial_confidence,hybrid_share,0.04999351850692989
19,initial_confidence,mean_quality,-0.025466779857072144
19,initial_confidence,final_knowledge,-0.039594825165893494
19,initial_confidence,final_mean_peer_trust,-0.06766990540551156
19,initial_confidence,final_weighted_degree,0.021663395746845653
19,initial_confidence,knowledge_gain,0.013434751110096807
19,ai_access,peer_share,-0.4018341859548283
19,ai_access,ai_share,0.34463621201442135
19,ai_access,hybrid_share,0.10057120388485208
19,ai_access,mean_quality,0.05051007375969924
19,ai_access,final_knowledge,0.045617680583984854
19,ai_access,final_mean_peer_trust,-0.013528886804121577
19,ai_access,final_weighted_degree,0.17188033150097626
19,ai_access,knowledge_gain,-0.025614358749700222
